mu_g;sdmu_g;survival_scalar1;init_asoc;init_amat;sdmu_b;init_agen;sdmu_a;mu_dp;np;gmax;bmin;amin;nc;amax;sigmoidal_survival;mu_agen;bmax;seed;mu_asoc;init_bmat_phen;sdsoc;survival_scalar0;qmat;qjuv;gmin;init_dp;mu_bmat_envt;mu_bmat_phen;init_ajuv;nloci_g;mu_ajuv;p;mu_dc;sdmat;init_dc;init_g;m;mu_amat;init_bmat_envt;laplace;generation;mean_phen_ad;mean_phen_prestige;mean_agen;mean_ajuv;mean_amat;mean_asoc;mean_bmat_phen;mean_bmat_envt;mean_dc;mean_dp;mean_g;var_phen_ad;var_phen_prestige;var_agen;var_ajuv;var_amat;var_asoc;var_bmat_phen;var_bmat_envt;var_dc;var_dp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;file
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1251766206;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.508909;0.509451;0.10058;0.114128;0.0804032;0.0999192;-2.95887;4.40823;0.974974;0.248793;-0.540192;2611.69;2619.34;134.531;178.933;40000;139.698;196471;339675;126517;274820;7662.81;0.4875;0.792425;0.80783;0.00144256;0.00139496;./sim_cue_integration_18_8_2019_012106_1269065979
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;966474389;0.01;0;0.05;0.8;1;0.9;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509768;0.508239;0.0972453;0.135375;0.113178;0.104516;-0.0199793;4.57633;-6.17975;0.399376;-0.576922;2626.95;2658.86;130.922;237.414;40000;146.489;93164.4;266517;406983;90086.4;7532.77;0.475;0.792661;0.806789;0.00190843;0.00179362;./sim_cue_integration_18_8_2019_012120_948016663
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;900822216;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.505949;0.50013;0.129062;1.32874;0.105096;0.115439;2.68575;4.75909;-0.725057;2.28135;-0.525683;3457.18;3473.47;235.143;17771.5;40000;191.694;228474;290678;115918;122420;7628.13;0.505;0.89635;0.889515;0.0289322;0.0313483;./sim_cue_integration_18_8_2019_012151_881565726
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;588289367;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.519146;0.523384;0.111751;0.826876;0.0953855;0.0912885;-2.57866;0.658241;1.57644;0.23627;-0.389016;3089.98;3134.25;170.351;6924.46;40000;126.819;213781;215223;143074;137257;7415.33;0.52;0.812737;0.842916;0.0235459;0.0198301;./sim_cue_integration_18_8_2019_012205_602299937
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;902393208;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.518592;0.52279;0.104894;0.795991;0.111105;0.113043;-2.70011;-0.00845155;-1.95297;1.76321;-0.454473;3060.95;3140.35;142.476;6424.51;40000;173.903;161149;108544;164853;161606;7358.26;0.52;0.810987;0.844094;0.0223709;0.0184442;./sim_cue_integration_18_8_2019_012205_923096445
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;930318617;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513782;0.51353;0.0931924;0.144412;0.0830007;0.100464;-2.24568;3.26381;-0.512537;1.9006;-0.512527;2667.49;2664.81;116.999;264.055;40000;143.855;124623;205730;165846;121804;7743.81;0.53;0.790087;0.81083;0.00189902;0.00168926;./sim_cue_integration_18_8_2019_012205_946247248
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1173832422;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.519491;0.518802;0.093024;0.830188;0.102893;0.116844;1.07503;-5.73841;2.22074;-5.01374;-0.435393;3071.5;3247.26;121.266;7003.69;40000;182.516;127886;428236;212441;333050;7186.14;0.5125;0.816515;0.844396;0.0218607;0.0186109;./sim_cue_integration_18_8_2019_012206_1200103967
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1226297739;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.507512;0.505956;0.0934466;0.172799;0.0773687;0.101557;1.33606;-0.277614;-4.04633;-2.48882;-0.512176;2603.84;2634.63;115.386;367.741;40000;145.755;113874;148310;279701;166960;7354.82;0.49;0.794145;0.806817;0.00186819;0.00177416;./sim_cue_integration_18_8_2019_012220_1209017346
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1162992261;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.512458;0.512385;0.0856594;0.0839704;0.0760638;0.109462;-4.10716;-2.15406;5.90732;-5.78543;-0.470074;2638.85;2638.35;103.083;100.29;40000;163.235;282130;212663;390117;417934;7723.58;0.4825;0.788981;0.808751;0.000870557;0.000820129;./sim_cue_integration_18_8_2019_012220_1146996926
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1132652046;0.01;0;0.05;0.8;1;1;-1;0;0.01;0.01;0;3;0.01;0.9;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.5141;0.514453;0.0941786;0.143313;0.0974724;0.0905619;-0.843404;4.29851;1.31158;-3.3572;-0.440896;2671.72;2677.57;118.018;260.334;40000;114.285;161199;231993;170934;198035;7022.1;0.53;0.789346;0.810969;0.00193364;0.00174975;./sim_cue_integration_18_8_2019_012220_1108940466
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;647001603;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.521643;0.505784;0.632879;0.0873957;0.0828105;2.63299;-2.70048;0.578793;-4.60047;-8.62722;-1.97252;3282.09;3241.86;4051.59;112.307;40000;69428;204336;167450;322585;751842;15260;0.5175;0.861277;0.850672;0.0229414;0.0246402;./sim_cue_integration_18_8_2019_012235_660843173
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;656790727;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.516448;0.502094;0.818924;0.0996695;0.116353;3.32135;-2.66724;1.91253;1.03867;-9.22094;-1.98125;3522.99;3944.32;6757.12;144.795;40000;110478;174773;190556;14825.7;853064;15240.2;0.49;0.90021;0.894976;0.0227233;0.0258867;./sim_cue_integration_18_8_2019_012235_671525249
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;662110495;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512567;0.512425;0.085221;0.0765477;0.0833658;0.0890195;-1.09044;4.04929;-3.77477;-7.61879;-0.399288;2638.7;2637.17;99.0536;81.6843;40000;116.461;126819;219604;293215;603601;7400.42;0.4675;0.788493;0.809061;0.000793143;0.000716153;./sim_cue_integration_18_8_2019_012235_675097699
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1102481544;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512326;0.512847;0.0966538;0.0755623;0.0839452;0.129592;-1.49695;-1.10829;0.967747;-6.46443;-0.576806;2637.83;2644.02;127.986;84.9988;40000;226.042;138997;100097;172115;458165;7721.85;0.5;0.789488;0.808883;0.00088069;0.000835438;./sim_cue_integration_18_8_2019_012236_1127646437
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1602234785;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.516021;0.521803;0.26994;0.0746044;0.0791853;0.955165;-4.37417;2.31861;-1.15438;-9.17187;-1.54301;2773.56;3007.44;774.106;81.7317;40000;9261.04;273152;238423;18934.3;845689;11624.8;0.495;0.801894;0.832574;0.00677794;0.00572484;./sim_cue_integration_18_8_2019_012250_1589323739
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1408778892;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510322;0.510528;0.0900361;0.0720684;0.0902888;0.0850778;2.60867;0.110647;-5.69093;-6.25876;-0.501594;2615.31;2617.64;110.756;75.8042;40000;102.733;216008;64867;379190;469006;7310.55;0.525;0.790642;0.807711;0.000762787;0.00070529;./sim_cue_integration_18_8_2019_012250_1385862785
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1213978253;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511784;0.510495;0.100568;0.0703549;0.0858289;0.104013;-2.88257;1.73878;0.268999;-6.61157;-0.455341;2632.15;2619.59;138.644;73.5089;40000;149.405;233224;192255;184365;510568;7277.45;0.54;0.789598;0.808353;0.000854736;0.00079586;./sim_cue_integration_18_8_2019_012250_1188798369
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;115241028;0.01;0;0.05;0.8;0.5;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509497;0.507133;0.082342;0.074664;0.0883373;0.105476;2.19036;-0.576961;-6.37152;1.61063;-0.430219;2607.53;2605.1;93.1521;79.8347;40000;156.173;156424;86112.7;457561;199386;7128.34;0.5125;0.791262;0.806684;0.000781266;0.000716862;./sim_cue_integration_18_8_2019_012252_133130370
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;850670031;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.51368;0.513381;0.0860082;0.0214387;0.0698343;0.138291;1.38055;-0.435049;-2.04973;-8.19226;-0.535712;2645.62;2642.06;104.724;9.04878;40000;260.451;164201;89623.3;145802;682795;7415.57;0.49;0.786375;0.807974;0.000479016;0.000459786;./sim_cue_integration_18_8_2019_012305_865607514
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;850285072;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.511541;0.511318;0.0811921;0.0212081;0.0837828;0.0958533;-5.08269;-2.30655;3.69125;5.47513;-0.538642;2623.35;2621.11;93.9486;8.58721;40000;129.641;338547;103659;201974;421683;7545.51;0.4925;0.78766;0.806118;0.000459442;0.000430579;./sim_cue_integration_18_8_2019_012305_866691679
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;850901624;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.512161;0.512029;0.0953444;0.025168;0.0849659;0.0922939;3.38006;-5.53002;-0.311561;-1.25773;-0.417063;2631.86;2630.44;130.109;11.4521;40000;120.725;196224;374348;178730;176785;7337.39;0.4925;0.788028;0.807151;0.000605122;0.000569062;./sim_cue_integration_18_8_2019_012305_867257624
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1111231997;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.514929;0.506218;0.83322;0.0647988;0.119158;3.42086;-3.6691;1.07323;1.14689;-9.34174;-2.00744;3481.88;3939.83;6994.31;61.6177;40000;117179;322208;192736;16478;874857;15479.3;0.505;0.888141;0.89845;0.0264309;0.0234842;./sim_cue_integration_18_8_2019_012306_1129044376
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1659027490;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.518071;0.517141;0.0911872;0.0265988;0.0955069;0.149015;-4.43418;-3.27435;2.61719;-7.19403;-0.542169;2692.71;2682.29;116.678;12.3251;40000;271.202;279318;201403;125176;545143;7610.9;0.46;0.784488;0.810385;0.00059131;0.000535205;./sim_cue_integration_18_8_2019_012320_1645255779
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;423672877;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511158;0.510367;0.0953177;0.0557823;0.0854418;0.0942605;3.46263;1.11345;-1.14508;-1.81461;-0.521881;2623.08;2614.73;123.876;46.8764;40000;128.39;235081;144333;121767;188290;7387.2;0.4675;0.791434;0.805613;0.000688717;0.000653979;./sim_cue_integration_18_8_2019_012335_437845172
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;428522452;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.523399;0.489421;0.476962;0.058615;0.0992793;1.76893;-1.86212;-0.571264;-0.440373;-9.04855;-1.83777;3030.5;3017.59;2319.98;49.4979;40000;31410.9;114671;106256;7681.28;822726;13978;0.5175;0.828049;0.820584;0.0155945;0.0165022;./sim_cue_integration_18_8_2019_012335_442335733
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;560977226;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.514035;0.51458;0.0791816;0.0531593;0.0754451;0.115437;-2.91674;-0.355886;3.80578;0.158337;-0.494789;2650.82;2656.43;90.1553;42.1016;40000;174.369;286654;156904;252703;161833;7320.16;0.5025;0.786813;0.810184;0.000581076;0.000533503;./sim_cue_integration_18_8_2019_012335_575526533
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1699254174;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.510413;0.510042;0.0827255;0.017545;0.0779428;0.0916827;-2.35113;1.66176;-3.612;2.28077;-0.527065;2611.67;2607.77;94.4098;6.33783;40000;119.763;188336;245560;217979;172394;7717.47;0.525;0.788626;0.804276;0.000437574;0.000422507;./sim_cue_integration_18_8_2019_012350_1684730130
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1697276630;0.01;0;0.05;0.8;0.5;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510666;0.51168;0.0772888;0.0457145;0.0995994;0.13081;-1.71927;1.02108;-5.81998;-4.15247;-0.473274;2617.63;2648.1;94.0441;32.8809;40000;234.77;139524;152811;416166;255468;7731.3;0.4775;0.79021;0.807051;0.000663397;0.000603668;./sim_cue_integration_18_8_2019_012350_1682917454
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;331181141;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.515293;0.515967;0.109915;0.0185095;0.0877179;0.19666;1.75094;-2.11499;2.90466;-7.79775;-0.696583;2666.07;2672.22;163.612;6.79147;40000;484.633;171091;214847;193722;628532;7955.18;0.5;0.784327;0.809501;0.000711191;0.000691672;./sim_cue_integration_18_8_2019_012405_343979875
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;1799097446;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.510422;0.510598;0.0855583;0.023765;0.0677012;0.0811134;-2.07981;0.0410639;5.32046;1.02093;-0.368154;2611.79;2613.36;101.281;10.654;40000;95.6621;193936;89214.8;384819;75054.5;7374.55;0.5125;0.789151;0.806193;0.000438942;0.000406429;./sim_cue_integration_18_8_2019_012450_1785350997
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1759918600;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.518705;0.505519;0.824082;0.0552567;0.0948793;3.37744;-2.85871;3.00732;1.01697;-9.26365;-1.9582;3518.29;3904.57;6839.62;47.2825;40000;114198;186737;270967;14302.9;860699;14930.3;0.505;0.879312;0.893102;0.0283535;0.0261264;./sim_cue_integration_18_8_2019_012450_1744832267
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;132676991;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.511646;0.510129;0.0874696;0.0505231;0.080894;0.106018;-0.955143;1.22289;-1.20728;1.25518;-0.541552;2627.41;2611.81;108.833;40.314;40000;156.148;179658;218937;245880;126599;7833.89;0.4875;0.790295;0.806574;0.000647084;0.000605026;./sim_cue_integration_18_8_2019_012605_146566314
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;320538594;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.513939;0.51458;0.0838181;0.0263742;0.0706191;0.132485;-1.56517;-3.81787;1.0702;-6.40076;-0.513154;2648.64;2654.51;99.5824;12.0297;40000;236.693;300917;286628;230348;439346;7485.72;0.5025;0.786216;0.808061;0.000492906;0.000458911;./sim_cue_integration_18_8_2019_012605_335275577
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;361271607;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.518781;0.521788;0.120463;0.0267961;0.0791722;0.468372;-2.84321;0.342294;-0.971996;-8.48748;-0.945514;2707.89;2775.41;189.08;13.041;40000;2400;224145;142092;17044.5;731471;8414.19;0.49;0.784228;0.815646;0.00110424;0.00108444;./sim_cue_integration_18_8_2019_012605_377380888
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;1937327703;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.509711;0.512124;0.0819927;0.0513511;0.0842463;0.104682;-1.84304;-1.39931;-5.63749;1.32375;-0.447025;2607.61;2650.13;96.9102;40.5935;40000;156.001;250989;105473;351661;139034;7514.23;0.46;0.79197;0.804569;0.000639176;0.000608592;./sim_cue_integration_18_8_2019_012620_1922438623
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;1887287215;0.01;0;0.05;0.8;0.5;1;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510841;0.511282;0.0970264;0.0478203;0.0857855;0.0999932;4.89333;0.172917;2.5628;-4.74319;-0.475807;2619.11;2623.55;124.397;37.4983;40000;134.433;317254;138364;189613;357655;7255.56;0.49;0.788805;0.808129;0.000646339;0.000584736;./sim_cue_integration_18_8_2019_012620_1872743196
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;48483014;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.511639;0.506925;0.547215;0.074307;1.38627;0.7825;-8.10925;3.55797;-2.35011;-8.37036;-1.8641;2982.58;2949.41;3041.19;80.9208;39998.1;6294.49;672501;147667;184049;711890;14133.2;0.495;0.84354;0.847359;0.0168884;0.0172808;./sim_cue_integration_18_8_2019_012635_62500053
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;2062199712;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.528466;0.498163;0.798665;0.0926983;0.120941;3.27336;-6.07907;3.8884;1.15236;-9.20057;-1.95343;3632.56;3860.12;6428.46;118.618;40000;107337;419349;222790;16521.6;849332;15027.8;0.5325;0.879913;0.896828;0.0286193;0.0247568;./sim_cue_integration_18_8_2019_012650_2045422128
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2024726086;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.509214;0.520567;0.629012;0.0821027;0.567025;2.12082;-2.63472;5.44771;2.63965;-8.78801;-1.98542;3137.13;3358.74;3999.19;91.8007;39999.7;45163.2;188254;341417;240321;779749;15316.9;0.4475;0.850023;0.851621;0.0239437;0.0239346;./sim_cue_integration_18_8_2019_012650_2010123220
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;2130382462;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.514419;0.511517;0.277365;0.081097;0.81242;0.115845;0.0636141;7.41236;1.57733;-7.23696;-1.38316;2769.48;2741.81;824.748;96.889;39999.3;186.88;103567;571848;215999;541127;10602.5;0.4975;0.800214;0.817716;0.00773475;0.00714002;./sim_cue_integration_18_8_2019_012720_2115039907
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;27951609;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.510226;0.530593;0.449495;0.0700107;0.105023;1.65941;-4.52676;5.13514;-0.592842;-9.06174;-1.73148;2927.95;3481.43;2070.37;68.3468;40000;27678.4;308236;367854;9505.96;825296;12851.1;0.47;0.814617;0.840881;0.0186303;0.0159027;./sim_cue_integration_18_8_2019_012735_42802309
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;120049638;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.506526;0.51354;0.447465;0.0787221;0.491281;1.30986;-0.248286;7.12012;5.74147;-9.03602;-1.84577;2777.69;2906.5;2041.02;90.4909;39999.8;17271.9;189596;535605;426624;820865;13962.8;0.5125;0.801645;0.831192;0.0129943;0.0110318;./sim_cue_integration_18_8_2019_012735_136193926
0.01;0.25;0;0;0;0.25;0;0.02;0.01;10;1;-10;0;10;8;0;0.01;10;2071890015;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.510041;0.511246;0.102435;0.0682143;0.0919769;0.140508;-1.09264;5.7768;-4.454;-7.04226;-0.563508;2616.32;2655.58;139.524;67.035;40000;265.824;178748;393143;277164;526827;7117.18;0.4875;0.792838;0.805366;0.000959713;0.000901354;./sim_cue_integration_18_8_2019_012750_2085825057
0.01;0.25;0;0;0;0.25;0;0.02;0.01;1;1;-10;0;0;8;0;0.01;10;2129437321;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.513805;0.514008;0.104534;0.0759592;0.123468;0.104821;-0.492235;6.74567;0.281712;-1.03344;-0.557475;2655.67;2657.58;147.362;83.2315;40000;156.221;81484.9;493210;102656;228225;7462.52;0.51;0.787936;0.81018;0.00104672;0.000985734;./sim_cue_integration_18_8_2019_012750_2114004763
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;2121751106;0.01;0;0.05;0.8;0.9;0.5;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.512826;0.511706;0.10014;0.0707884;0.118064;0.109893;-2.67587;7.33454;-1.2435;-6.07734;-0.59968;2644.6;2634.06;139.575;74.7478;40000;160.494;183390;563056;66252.1;416357;7626.83;0.5;0.789193;0.809673;0.000985139;0.000901462;./sim_cue_integration_18_8_2019_012750_2106603777
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;109392086;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.5;0.01;0;1;49990;0.503599;0.530163;0.486892;0.0454592;0.510849;1.43281;-5.25177;6.6115;-1.06278;-9.0043;-1.8119;2761.54;3090.83;2416.01;32.3055;39999.7;20636.6;331208;469332;156964;816337;13682.5;0.475;0.798264;0.83272;0.0142223;0.0112418;./sim_cue_integration_18_8_2019_012805_126206142
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;111173192;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.1;0.01;0;1;49990;0.525979;0.49928;0.651402;0.0359487;0.526028;2.23975;-4.07488;5.15245;2.46731;-8.54481;-1.95293;3313.88;3152.56;4288.13;21.8618;39999.7;50387.1;254042;296513;134919;738488;14956.7;0.5075;0.849769;0.863665;0.0246542;0.0210206;./sim_cue_integration_18_8_2019_012805_126633880
0.01;0.25;0;0;0;0.25;0;0.02;0.01;2;1;-10;0;0;8;0;0.01;10;171366484;0.01;0;0.05;0.8;0.9;0.9;-1;0;0.01;0.01;0;3;0.01;0.1;0.01;0.05;0;0;0.9;0.01;0;1;49990;0.514831;0.514413;0.105017;0.0595413;0.148169;0.0904553;1.24878;6.55616;-5.46585;-3.48572;-0.580447;2662.83;2659.1;151.114;52.3456;40000;112.918;97134.2;469638;347210;196344;7551.44;0.51;0.786662;0.810706;0.000858481;0.000778314;./sim_cue_integration_18_8_2019_012805_187019872
