p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.034;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;736099107;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.551346;0.466531;0.545348;0.46394;0.137924;0.0698918;0.0747518;0.10742;0.602413;-2.68486;-3.47201;0.0480739;-9.49622;-7.82888;-4.31377;-1.46611;0.00133627;0.00102673;0.00246379;0.00253206;0.00154805;0.00201572;32454;0.00378437;0.00622981;5.31341;8.06101;0.301057;0.145507;1.56875;5.51454;0.354795;0.5375;0.756061;0.838874;0.00106583;0.000656491;0.0105855;0.00216204;0.00170945;0.001732;0.000478343;0.000430715;0.000706603;0.000710383;-1.82354e-05;0.000141387;0.000878577;0.00014147;0.0124657;0.00773243;0.0086019;-9.55421e-06;-9.35457e-06;-0.000133481;-0.00123728;1.8838e-05;-0.00131151;-9.74412e-06;-9.54328e-06;-0.000133605;-0.00123307;2.95839e-05;-0.00131411;-7.58414e-07;-7.52262e-07;-4.77505e-06;-4.82394e-05;-5.88636e-05;-4.64936e-06;-1.14842e-05;-1.11929e-05;-0.000154999;-0.00198736;0.000118687;-0.00221042;-2.85289e-05;-2.8508e-05;-5.21967e-05;-0.000549321;5.51229e-05;-0.000622821;1.42015e-05;1.37608e-05;0.000294693;-8.31291e-06;2.06925e-05;0.000218819;./sim_cue_integration_8_12_2019_153936_749155278
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;736101329;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.525421;0.410531;0.518853;0.415682;0.908301;3.11122;0.0862225;0.0876159;1.27316;-1.57383;2.9756;-7.25336;-4.43857;-1.98573;3.70483;-2.22598;0.056059;0.104344;0.0742915;0.13603;0.00268825;0.00491963;37865;0.00268948;0.0101331;12.7595;6.62301;1.60362;7.95676;3.10335;9.75301;0.121163;0.535;0.79113;0.845655;0.0372432;0.027478;0.113378;2.38729;0.00221736;0.00230395;0.00102966;0.00042945;0.0145251;0.0165165;-0.00329796;0.00193596;0.00137527;0.00209892;0.372867;0.189757;0.372043;-0.000369544;-0.000627354;0.0003698;-0.00563289;-0.00562707;-0.00345888;-0.000406132;-0.000697855;0.000421655;-0.00639797;-0.00639115;-0.00394693;7.05286e-05;0.00012723;-7.92633e-05;0.00126541;0.00126308;0.000782821;-0.00184273;-0.0143084;0.0180551;-0.933612;-0.93253;-0.571417;-0.000589346;-0.00119265;0.000724591;-0.0249538;-0.0249113;-0.0164311;0.000645598;0.00549691;-0.00705003;0.000643806;0.000370829;0.063961;./sim_cue_integration_8_12_2019_153936_749757680
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;736105346;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.606357;0.395366;0.599366;0.409853;0.759755;2.19877;0.0808046;0.190466;2.07889;-4.98171;-0.83863;-8.46544;-4.30828;-7.10293;-3.43957;-2.29697;0.00916458;0.0581156;0.0241018;0.0835121;0.00221521;0.00490796;36423;0.0117211;0.00793371;7.80171;5.6185;0.59232;5.26007;2.37472;4.25065;0.100719;0.4575;0.701037;0.864403;0.00830984;0.0040851;0.0698985;1.21073;0.00157313;0.00171331;0.000512975;0.000518016;0.00136879;0.00196142;-0.000422989;0.000727405;0.00314541;0.000727998;1.00085;0.331939;1.00051;8.39139e-06;8.72479e-06;2.18435e-06;-0.0012251;-0.0012248;-0.000613007;2.6807e-06;3.08849e-06;-1.08188e-05;-0.00173372;-0.00173334;-0.000906198;4.29587e-06;4.31958e-06;2.40908e-05;0.000356044;0.000355859;0.000237063;-0.00074761;-0.000608192;-0.0153525;-1.09315;-1.09295;-0.561858;-0.00021149;-0.000210252;-0.00067048;-0.0259758;-0.0259709;-0.0144253;0.000620035;0.00049389;0.0139058;0.000619886;0.000378296;0.0287307;./sim_cue_integration_8_12_2019_153936_749573482
0.241;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;736092001;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.500385;0.411547;0.519884;0.411352;0.540358;0.0408629;0.199053;1.21248;0.934881;0.176156;7.06425;1.91246;-8.68595;0.631091;-9.2594;-1.96792;0.0225599;0.012682;0.0405853;0.00685748;0.00318036;0.000760207;40000;0.0126529;0.00978259;7.40887;2.54115;0.506461;0.595598;0.291464;0.29848;0.175326;0.5125;0.823293;0.832474;0.0120881;0.0112707;0.0646641;0.000815059;0.012312;0.0123212;0.00253102;0.00173444;-0.000917838;-0.000918435;9.627e-06;0.135211;0.175794;0.0586432;0.0858245;0.0261888;0.0826892;0.020304;-0.0146753;0.0307595;0.00924082;0.0118159;-0.00174386;0.0203201;-0.0146816;0.0307796;0.00924406;0.0118208;-0.0017458;-0.000482622;0.000265667;-0.000661407;8.47071e-05;8.37835e-05;1.83431e-05;-0.00548565;0.00148856;-0.00637529;-0.00326268;-0.00279834;-0.000974651;-0.00384351;0.000105175;-0.00331014;0.000346834;0.00185279;-0.00162616;0.0439412;-0.0136319;0.0527483;0.0422533;0.00767509;0.000142276;./sim_cue_integration_8_12_2019_153936_751327490
0.379;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;736102964;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.602223;0.396578;0.600965;0.412935;0.761026;2.195;0.0842575;0.13995;2.06066;-4.83793;-1.62947;-7.72588;-3.3245;-5.43103;-4.11893;-2.30478;0.00914507;0.0575562;0.0228914;0.0828936;0.00194079;0.00469702;36339;0.00841949;0.00741362;20.8092;4.47394;1.77461;4.96228;2.60303;10.7476;0.0988795;0.5425;0.700065;0.862521;0.00798549;0.00426725;0.0674224;1.20553;0.00163702;0.00171997;0.0005824;0.000493183;0.00340685;0.00387647;-0.000712965;0.000493455;0.00222929;0.000487635;0.981632;0.249136;0.980359;3.88011e-05;4.2723e-05;-1.24956e-05;-0.00306612;-0.00306424;-0.001226;3.64993e-05;4.08835e-05;-2.04791e-05;-0.00347599;-0.00347356;-0.00139594;5.66084e-06;4.93173e-06;1.81687e-05;0.000614411;0.000613911;0.000317033;-0.000862814;-0.000336016;-0.0126359;-1.08133;-1.08058;-0.450087;-0.00017967;-0.000169375;-0.000408468;-0.0230654;-0.0230548;-0.0103119;0.000769806;0.000295005;0.0113286;0.000768796;0.000349722;0.0255976;./sim_cue_integration_8_12_2019_153936_751346901
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;761605970;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.598282;0.410087;0.599119;0.42633;0.798407;2.41525;0.0998655;0.101167;1.97367;-6.40353;-0.069894;-8.31638;-0.885666;-7.43176;-4.42726;-2.31482;0.0124617;0.0664646;0.0252083;0.0925581;0.00196985;0.00816507;36536;0.00445893;0.0074057;2.79784;2.17964;1.05014;4.19702;2.03072;8.76223;0.0945039;0.46;0.702855;0.855663;0.0111149;0.00604088;0.0706001;1.46048;0.00160089;0.00189508;0.000757062;0.000674823;5.43249e-05;0.000797077;-0.000388482;0.00141563;0.00119637;0.00141874;0.899438;0.107446;0.899417;9.45505e-05;9.45816e-05;3.28024e-05;-0.000128585;-0.000129132;5.6899e-05;1.84398e-05;1.84239e-05;1.3064e-05;-0.000683682;-0.000684269;3.24075e-05;0.000105028;0.000105093;2.7758e-05;0.000214865;0.000214588;1.5059e-05;-0.000482102;-0.000411659;-0.0111977;-1.13807;-1.13805;-0.145523;-0.000620552;-0.000619481;-0.000235206;-0.0124357;-0.0124372;-0.00177016;0.000316325;0.000261223;0.00870099;0.000315946;8.38846e-05;0.016052;./sim_cue_integration_8_12_2019_153936_786199119
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;900082856;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.580938;0.40656;0.582565;0.416117;0.779963;2.41283;0.103064;0.0972824;1.69738;-8.00191;1.31534;-7.89533;-0.652365;-5.04767;-0.471754;-2.27161;0.0172389;0.0690347;0.0285221;0.0954132;0.00171291;0.00518165;36972;0.00272411;0.00711604;1.18462;2.67055;1.39709;2.79105;4.26943;16.3705;0.0993735;0.51;0.708792;0.850708;0.0147736;0.00810568;0.0692915;1.45524;0.00167352;0.00215778;0.000990089;0.000198429;-4.56663e-05;0.00106212;-0.00176836;0.00238119;0.000983285;0.00238655;0.667668;0.0572091;0.667602;-0.000206847;-0.000208094;-1.62076e-05;-1.55549e-05;-1.60103e-05;5.14978e-05;-0.000536086;-0.000540746;-2.66956e-05;-0.000705632;-0.000705948;6.15259e-05;0.000445769;0.000450359;2.22443e-06;0.00112806;0.00112762;0.000122816;-0.00213656;-0.00211396;-0.00140542;-0.979139;-0.979088;-0.0939029;-0.000876737;-0.00086947;-9.33087e-05;-0.0171603;-0.0171577;-0.00190311;0.0013902;0.00137489;0.000950526;0.00139021;6.89172e-05;0.0253532;./sim_cue_integration_8_12_2019_153936_909916252
0.448;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;892490578;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.511827;0.501348;0.511687;0.500879;0.102014;0.0448703;0.0782174;0.0773379;0.0986402;4.49107;1.6453;-5.25885;-1.97548;-5.2615;-3.42101;-0.757502;0.000950805;0.000809543;0.00175712;0.00176194;0.00322467;0.00101357;40000;0.00201875;0.00376153;3.43315;4.72616;5.37238;9.86224;5.66853;9.42331;0.542158;0.5175;0.789616;0.808274;0.000629287;0.000586363;0.00920298;0.00102129;0.00190724;0.00188077;0.000770802;0.000763781;-2.86015e-05;-3.0213e-05;8.48182e-07;0.00130106;0.000520392;0.00130408;0.00339121;0.000992179;0.00338864;-4.5623e-05;-4.57884e-05;4.77009e-06;-0.000105365;-0.000105368;1.64063e-05;-4.55093e-05;-4.5701e-05;3.70667e-06;-0.000108546;-0.000108547;1.14955e-05;-1.18249e-05;-1.18519e-05;-3.09234e-08;-2.34578e-05;-2.33428e-05;-5.08854e-06;-1.87912e-05;-1.35238e-05;-3.71263e-05;-0.0002861;-0.000282272;-3.01853e-05;-0.000105197;-0.000104544;-3.46519e-05;-0.000231368;-0.000231356;1.48665e-05;4.93894e-05;4.58306e-05;2.19277e-05;4.94274e-05;-7.91633e-06;4.29975e-05;./sim_cue_integration_8_12_2019_153936_916827367
0.621;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;960463746;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.561795;0.416896;0.553851;0.425444;0.853051;2.80723;0.103824;0.0881667;1.51055;-7.49984;1.61202;-7.66853;-2.69399;-4.18118;-4.25708;-2.25095;0.034256;0.0889932;0.049418;0.118858;0.00240309;0.00694787;37465;0.00299966;0.00841326;2.14348;3.05846;1.7545;17.2728;10.2357;9.58685;0.108594;0.51;0.754467;0.850081;0.0268996;0.015956;0.0906311;1.97205;0.00209229;0.00291568;0.00175802;-4.5414e-06;0.0018974;0.00979643;-0.0106613;0.00272897;0.00122799;0.00269781;0.527141;0.209166;0.527286;-0.000324434;-0.000304628;-0.000106923;-0.000951254;-0.000952233;-0.00032359;-0.000865053;-0.000799115;-0.000312629;-0.00495828;-0.00495936;-0.00162623;0.000722968;0.000665434;0.000279629;0.00541021;0.00540906;0.00195467;-0.0131707;-0.00935702;-0.0144411;-1.01149;-1.0116;-0.328272;-0.00088805;-0.000725195;-0.000612193;-0.0255591;-0.0255663;-0.00860771;0.00672741;0.00477262;0.0074071;0.00672694;0.00223468;0.049367;./sim_cue_integration_8_12_2019_153936_970721441
0.552;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;984300532;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.567776;0.403042;0.571681;0.411225;0.7987;2.55211;0.115645;0.0802509;1.60009;-6.86428;1.81863;-7.12;-7.14095;-4.24888;0.361571;-2.29107;0.0228172;0.0753266;0.0365469;0.102561;0.00178137;0.00596982;37200;0.00289931;0.00837711;3.02712;2.91865;1.81263;5.4498;2.75554;21.5174;0.100907;0.4725;0.727301;0.852546;0.0198507;0.0114631;0.0739435;1.62261;0.0025877;0.00336062;0.00139226;3.86648e-05;0.0017447;0.00543323;-0.00555978;0.00233765;0.00108924;0.00236838;0.59152;0.39;0.58864;-0.000553675;-0.000571592;2.87936e-07;-0.00107097;-0.00107133;-0.000860478;-0.000950031;-0.000981894;2.47855e-05;-0.00318601;-0.00317876;-0.00261149;0.000563274;0.000584698;-4.5813e-05;0.00320601;0.0031978;0.00268162;-0.00648613;-0.00706563;0.0019745;-0.97215;-0.969489;-0.762467;-0.00102088;-0.00106822;0.000103999;-0.0150358;-0.0149964;-0.0129486;0.00379519;0.00413394;-0.00117637;0.00378862;0.00305692;0.0249356;./sim_cue_integration_8_12_2019_153936_996722518
0.414;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;991589283;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.514176;0.503736;0.516451;0.50458;0.107049;0.0421643;0.094384;0.0872433;0.106037;2.10312;4.83698;-6.05979;-3.68358;-5.49601;1.1596;-0.656347;0.00102349;0.000906006;0.0019141;0.00179719;0.00331794;0.00081725;40000;0.00346955;0.00436694;18.3834;5.98746;4.23153;12.389;3.4268;5.43796;0.565356;0.515;0.786891;0.810086;0.000705487;0.000629406;0.00982185;0.000870675;0.00302374;0.00301947;0.000784019;0.000707721;-0.000140615;-0.000140865;2.68136e-06;0.00158573;0.000914607;0.00158529;0.00399957;0.0011614;0.00399606;-8.78074e-05;-8.75355e-05;-4.10757e-05;-0.000634122;-0.000634187;-6.93209e-06;-8.78285e-05;-8.75513e-05;-4.12936e-05;-0.000635406;-0.000635468;-7.87192e-06;-4.05299e-06;-4.05671e-06;-1.48735e-06;1.28184e-06;1.33439e-06;9.06956e-06;-7.42071e-06;-8.33448e-06;9.85941e-06;-0.0002155;-0.00021218;-8.04042e-05;-0.00010675;-0.000106796;-4.37707e-06;-0.000221538;-0.000221594;-2.36797e-05;2.43533e-05;2.48627e-05;-8.04897e-06;2.41442e-05;-1.28752e-05;-1.0135e-08;./sim_cue_integration_8_12_2019_153936_1015036882
0.517;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1013528483;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.509777;0.49683;0.512797;0.499526;0.139643;0.0961313;0.0686006;0.090543;0.0985956;-5.20451;-0.585068;-4.57055;-2.43144;-5.92993;-0.574936;-0.894606;0.00146417;0.00138184;0.00271804;0.0032464;0.00421263;0.00298758;40000;0.00314977;0.00313044;8.31991;3.52203;5.90438;19.9285;4.75884;10.928;0.519055;0.505;0.791014;0.806821;0.000958648;0.000922212;0.0156421;0.00386633;0.00137814;0.00141689;0.000708449;0.000704499;-3.4833e-05;-2.61343e-05;-4.08894e-06;0.00232274;0.00083798;0.00232306;0.00339385;0.000881617;0.00338549;6.34518e-05;6.34025e-05;-1.47615e-06;-4.65746e-05;-4.66404e-05;-7.69264e-06;6.04546e-05;6.04028e-05;2.3953e-06;-4.03626e-05;-4.04091e-05;-1.12114e-06;9.31205e-07;7.94362e-07;-4.81613e-07;-1.50945e-05;-1.56757e-05;-3.74703e-06;-0.00012587;-0.000124179;-2.4081e-05;-0.000907179;-0.00088566;-0.000141216;-0.00024675;-0.000246813;-4.18202e-05;-0.000172701;-0.000169956;3.65567e-05;2.0087e-05;1.94311e-05;1.1215e-05;1.92096e-05;-2.13693e-06;0.000132891;./sim_cue_integration_8_12_2019_153936_1024520376
0.552;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1016511954;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513213;0.501784;0.513823;0.502367;0.121836;0.130855;0.077272;0.0766373;0.0874241;-6.57466;1.93009;3.52581;-0.266646;-5.0468;3.33546;-1.03959;0.00185541;0.00149841;0.00327723;0.00375432;0.00389841;0.00603013;40000;0.00235971;0.00293249;6.60769;4.53651;3.87667;6.03171;6.25261;5.85965;0.509781;0.5325;0.78797;0.812049;0.00125773;0.00113487;0.0137652;0.00758064;0.00153476;0.00159337;0.000444033;0.000386765;0.00011036;0.000139409;-2.4192e-05;0.00174262;0.000673952;0.00174116;0.0027199;0.000774429;0.00272319;-0.00034807;-0.000352516;3.01982e-05;6.56804e-05;6.57872e-05;-4.43957e-06;-0.000371183;-0.000376032;3.67814e-05;7.90368e-05;7.92011e-05;1.29258e-06;3.99699e-05;4.06442e-05;-1.36802e-05;-9.08536e-06;-9.40844e-06;-1.33157e-05;-0.000126035;-0.000150693;0.00020357;0.00145761;0.00146516;-2.20228e-05;-0.00018527;-0.000189617;4.7157e-05;0.000259218;0.000262511;-1.75696e-05;-6.88136e-05;-7.73923e-05;7.73653e-05;-6.90961e-05;-4.44263e-06;0.000341511;./sim_cue_integration_8_12_2019_153936_1028421191
0.655;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1009580748;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.561602;0.449299;0.563845;0.462267;0.833244;2.80559;0.085506;0.0925933;1.30842;-2.39755;7.08932;-7.29118;-3.53444;-4.34416;-0.111556;-2.25572;0.0415339;0.090667;0.0559038;0.119977;0.00198227;0.00724175;37457;0.00237558;0.00915245;9.35217;3.25132;2.4425;1.61776;5.98473;7.02267;0.104106;0.5275;0.770943;0.851251;0.0296922;0.0196425;0.0823998;1.97262;0.00329329;0.00332415;0.00105672;0.000362637;0.017728;0.0179542;-0.00410873;0.00261934;0.000858116;0.00261994;0.398142;0.13449;0.396327;-0.00151582;-0.00153384;-3.59101e-06;-0.00790863;-0.00789101;-0.0044708;-0.00152682;-0.00154511;-3.01716e-06;-0.00800759;-0.00798984;-0.00452272;0.000279311;0.000282382;-5.23117e-06;0.00182612;0.00182137;0.00103569;-0.0160393;-0.0163264;0.000223673;-0.877966;-0.875797;-0.47805;-0.000935154;-0.000956371;-4.29244e-06;-0.021;-0.0209153;-0.0118972;0.00716702;0.00729789;-0.000104803;0.00715003;0.00402184;0.0475211;./sim_cue_integration_8_12_2019_153936_1032009480
0.483;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1026288169;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.512294;0.503174;0.508942;0.499805;0.0927017;0.0533523;0.100447;0.0764996;0.0929921;0.202322;-1.24138;-5.03189;-5.05156;-6.76754;6.37143;-0.839916;0.000922288;0.000810705;0.00172871;0.00183303;0.00296985;0.00149132;40000;0.00263061;0.0035482;13.7606;3.94126;2.35665;4.69498;3.87923;4.72859;0.543745;0.48;0.788432;0.80869;0.000625411;0.000589577;0.0083724;0.00135157;0.00219202;0.00218894;0.000866093;0.000845203;2.95022e-06;2.78055e-06;5.30284e-06;0.00132687;0.000761625;0.00132545;0.00306418;0.000956339;0.00305973;6.7025e-05;6.73449e-05;-5.408e-07;-0.000141391;-0.000141012;-7.06705e-07;6.73931e-05;6.7711e-05;-1.13721e-06;-0.000141219;-0.000140852;-8.57736e-07;-8.65683e-06;-8.63688e-06;9.67138e-06;1.95576e-06;1.99768e-06;1.09188e-05;4.17986e-06;1.25083e-06;0.000102112;-0.000345459;-0.000339672;-0.000108366;-5.2466e-05;-5.2123e-05;1.22677e-05;-0.000139188;-0.000139182;-6.78291e-06;-2.39835e-05;-2.26484e-05;-6.40568e-05;-2.41989e-05;-1.0162e-05;-4.50869e-05;./sim_cue_integration_8_12_2019_153936_1050560817
0.655;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1063722509;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.506675;0.471612;0.509538;0.473226;0.267297;0.453093;0.0716336;0.0693156;0.364717;-2.23966;2.11339;7.59868;-0.277016;-2.4039;1.021;-1.52665;0.0110532;0.00566776;0.0169586;0.0131998;0.0033101;0.00914612;40000;0.00218234;0.00763497;8.21367;14.9653;1.63384;9.78679;11.2746;3.92123;0.324981;0.4625;0.806533;0.823622;0.00674555;0.00599504;0.0321258;0.0568235;0.00184524;0.00186578;0.000635439;0.000528665;0.000864611;0.000956263;-0.000276439;0.0016817;0.000607369;0.00168608;0.0324388;0.00342698;0.0324477;-0.000187377;-0.000195751;2.5258e-05;0.000598721;0.00059894;9.25305e-06;-0.000200983;-0.000210104;2.8345e-05;0.000664341;0.000664567;1.34324e-05;2.95323e-05;3.14398e-05;-7.14107e-06;-0.000161281;-0.000161305;-3.50959e-06;-0.000927433;-0.00106106;0.000435432;0.0323942;0.0324008;-0.000497645;-8.87138e-05;-9.58748e-05;6.19345e-05;0.00140212;0.00140278;-1.5334e-05;-0.000642041;-0.000725498;0.000267686;-0.000642088;-3.22768e-05;0.00114049;./sim_cue_integration_8_12_2019_153936_1087639205
0.69;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1105847340;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.547457;0.428433;0.556376;0.434432;0.83654;2.9384;0.092829;0.0831466;1.27407;-2.6286;-4.06443;-7.58909;-4.78717;1.80296;3.74319;-2.27352;0.0454504;0.0951077;0.0634564;0.124309;0.00209451;0.00705663;37703;0.00254353;0.00693829;16.6638;7.74088;2.07739;6.21122;15.8385;12.5346;0.103607;0.475;0.772722;0.873745;0.0334232;0.0198981;0.0842166;2.155;0.0030228;0.00297679;0.00123696;0.00116415;-0.0218521;-0.0207142;-0.00670163;0.00236306;0.00141603;0.00222192;0.3766;0.191412;0.375609;-0.000649153;-0.000488679;-0.000499038;0.00896988;0.00895556;0.005822;-0.00062141;-0.000467567;-0.000479271;0.00850468;0.00849119;0.00551445;-0.000185494;-0.000140021;-0.00014731;0.00274248;0.00273745;0.00180605;0.0153011;0.00948611;0.0159277;-0.893826;-0.892577;-0.577049;0.000371263;0.000228728;0.000306868;-0.0106153;-0.0106049;-0.00770387;-0.00633692;-0.00393615;-0.00658702;-0.0063274;-0.00418203;0.0257385;./sim_cue_integration_8_12_2019_153936_1128543686
