p;init_asoc_vert;init_g;sdmat;sdmu_g;mu_vc;ncv;init_bmat_phen;qmat;survival_scalar0;sdsoc_horiz;init_agen;mu_hp;mu_asoc_vert;mu_amat;init_hp;mu_g;mu_bmat_envt;sdmu_a;nph;init_hc;mu_agen;nloci_g;init_vc;mu_ajuv;qjuv;bmax;init_asoc_horiz;gmax;mu_asoc_horiz;npv;amax;init_ajuv;m;laplace;sdmu_b;seed;juvenile_survival;sigmoidal_survival;init_bmat_envt;init_amat;sdsoc_vert;amin;survival_scalar1;bmin;gmin;mu_hc;mu_vp;mu_bmat_phen;init_vp;nch;generation;mean_phen_ad;mean_phen_juv;mean_phen_prestige_vert;mean_phen_prestige_horiz;mean_agen;mean_ajuv;mean_amat;mean_asoc_vert;mean_asoc_horiz;mean_bmat_phen;mean_bmat_envt;mean_hc;mean_hp;mean_vc;mean_vp;mean_g;var_phen_ad;var_phen_juv;var_phen_prestige_vert;var_phen_prestige_horiz;var_agen;var_ajuv;var_amat;var_asoc_vert;var_asoc_horiz;var_bmat_phen;var_bmat_envt;var_hc;var_hp;var_vc;var_vp;var_g;freq_high;mean_surv0;mean_surv1;var_surv0;var_surv1;var_component_gen;var_component_ajuv;var_component_amat;var_component_amat_envt;var_component_amat_phen;cov_amat_phen_amat_envt;cov_amat_ajuv;cov_amat_envt_ajuv;cov_amat_phen_ajuv;var_component_asoc_vert;var_component_asoc_vert_p;var_component_asoc_vert_c;var_component_asoc_horiz;var_component_asoc_horiz_p;var_component_asoc_horiz_c;cov_amat_asoc_vert;cov_amat_asoc_vert_c;cov_amat_asoc_vert_p;cov_amat_asoc_horiz;cov_amat_asoc_horiz_c;cov_amat_asoc_horiz_p;cov_amat_envt_asoc_vert;cov_amat_envt_asoc_vert_c;cov_amat_envt_asoc_vert_p;cov_amat_envt_asoc_horiz;cov_amat_envt_asoc_horiz_c;cov_amat_envt_asoc_horiz_p;cov_amat_phen_asoc_vert;cov_amat_phen_asoc_vert_c;cov_amat_phen_asoc_vert_p;cov_amat_phen_asoc_horiz;cov_amat_phen_asoc_horiz_c;cov_amat_phen_asoc_horiz_p;cov_ajuv_asoc_vert;cov_ajuv_asoc_vert_c;cov_ajuv_asoc_vert_p;cov_ajuv_asoc_horiz;cov_ajuv_asoc_horiz_c;cov_ajuv_asoc_horiz_p;cov_agen_asoc_vert;cov_agen_asoc_vert_c;cov_agen_asoc_vert_p;cov_agen_asoc_horiz;cov_agen_asoc_horiz_c;cov_agen_asoc_horiz_p;cov_asoc_horiz_vert;cov_asoc_horiz_vert_c;cov_asoc_horiz_vert_p;cov_asoc_horiz_c_vert;cov_asoc_horiz_p_vert;cov_agen_ajuv;file
0.586;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1541643424;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.513143;0.499193;0.511917;0.4977;0.179219;0.278068;0.0725514;0.101082;0.119517;2.70567;2.68853;6.55917;1.26296;-4.1259;2.26141;-1.22394;0.00400873;0.00292096;0.00674972;0.00717397;0.00387917;0.0057556;40000;0.00319101;0.00605083;12.1112;10.9161;2.6618;16.4748;7.69607;8.6608;0.435;0.4575;0.79224;0.815685;0.00266816;0.00237281;0.0217908;0.0220406;0.00177079;0.0017542;0.000588787;0.000588616;0.000489017;0.000466958;6.71089e-05;0.00309747;0.000934795;0.00310815;0.00600569;0.00172118;0.00600449;-0.000622013;-0.000636145;6.89348e-05;0.00016447;0.000164371;9.75726e-07;-0.000604249;-0.000617893;6.60628e-05;0.000155135;0.000155042;-1.93068e-06;-6.77699e-05;-6.89713e-05;1.25671e-05;3.39845e-05;3.39032e-05;6.55613e-06;-0.000893389;-0.00100142;0.000426661;0.00643252;0.00643048;0.000368161;-0.000196683;-0.000219126;6.99169e-05;0.000429886;0.000429982;-2.72379e-05;-0.000261604;-0.000298943;0.000159789;-0.000261271;-2.63056e-05;0.00065829;./sim_cue_integration_8_12_2019_153942_1530370752
0.621;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1543790095;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.506577;0.48751;0.505538;0.486019;0.233878;0.384292;0.0762116;0.0799963;0.180949;-3.73743;0.335522;6.13203;5.19451;0.022993;2.50754;-1.32881;0.00698032;0.0047041;0.0100727;0.0111134;0.00409426;0.00768514;40000;0.0026362;0.00660778;6.39837;4.41185;3.287;7.51668;4.76712;5.22451;0.38168;0.51;0.794382;0.809467;0.00459384;0.0041534;0.0293546;0.0407159;0.00138319;0.00140256;0.00060864;0.000541573;8.98395e-06;0.00010252;-0.000172916;0.00167016;0.000754476;0.0016551;0.0101217;0.00250628;0.0100542;-1.04248e-06;-4.30428e-06;2.0323e-06;7.07102e-06;7.05273e-06;1.85364e-06;1.07874e-05;2.42342e-06;1.66349e-05;5.34217e-05;5.31444e-05;2.0981e-05;-1.72431e-05;-9.38908e-06;-2.16697e-05;-8.07862e-05;-8.04068e-05;-3.15251e-05;0.000392241;5.79751e-05;0.000659896;0.0147091;0.0146198;0.00450646;-1.00189e-05;-5.18625e-05;7.22759e-05;0.00101793;0.00101371;0.000360208;0.000149905;1.38718e-05;0.000255499;0.000148698;5.75982e-05;0.00175377;./sim_cue_integration_8_12_2019_153942_1521456541
0.552;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1526047598;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.574243;0.416827;0.570093;0.428444;0.80698;2.5526;0.113754;0.0966517;1.62514;-7.0315;1.47792;-7.10134;-5.77336;-6.04134;-5.59948;-2.29475;0.0220238;0.074971;0.0357476;0.102688;0.00243959;0.00627353;37028;0.00338183;0.00719952;5.09005;1.74569;1.85523;4.35626;4.29265;7.58054;0.0991917;0.4625;0.737042;0.850159;0.018879;0.0110379;0.0776079;1.63223;0.00195304;0.00267898;0.00134535;8.00109e-05;0.00164503;0.00612425;-0.00620385;0.00336187;0.00128449;0.00336291;0.613949;0.329538;0.611562;-0.000519916;-0.000521485;-0.000151432;-0.00104812;-0.0010444;-0.000718354;-0.00111495;-0.00111504;-0.000349204;-0.00372327;-0.00371454;-0.00252871;0.000708995;0.000705881;0.000246211;0.00371797;0.00371286;0.00256286;-0.0111658;-0.0101064;-0.0161272;-0.994556;-0.992473;-0.698114;-0.00125738;-0.00125731;-0.000645929;-0.015693;-0.0156569;-0.0118436;0.00676335;0.00611373;0.0098459;0.00674962;0.00464799;0.0253193;./sim_cue_integration_8_12_2019_153942_1501998239
0.621;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;1519175493;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.556526;0.416943;0.554602;0.424598;0.796361;2.71892;0.0797225;0.0665051;1.41264;-3.96567;0.359208;-8.09892;-6.82934;-5.16128;-1.08613;-2.29354;0.0328859;0.0842679;0.0466664;0.111599;0.00159295;0.00660574;37431;0.00196149;0.00739512;5.63841;3.74913;0.994347;2.63917;3.73135;13.5864;0.102194;0.45;0.744895;0.840032;0.0262421;0.0169831;0.0726868;1.84399;0.00155227;0.00158196;0.000899941;0.000610476;-0.00178721;0.000596274;-0.00409445;0.00182911;0.000662764;0.00183515;0.461027;0.312812;0.460597;0.000133749;0.00013326;8.61299e-06;0.00086479;0.000864439;0.000680779;-6.92721e-05;-7.05196e-05;-2.04215e-06;-0.000297145;-0.000296921;-0.000267528;0.000333655;0.000335068;2.48597e-05;0.0019959;0.00199471;0.00162375;-0.00729919;-0.00715792;-0.00193228;-0.915271;-0.91482;-0.742655;-0.000855739;-0.000852616;-0.000140289;-0.0147737;-0.0147669;-0.0125801;0.00362922;0.00355829;0.000979015;0.00362688;0.00296782;0.0292224;./sim_cue_integration_8_12_2019_153942_1496541107
0.793;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;819156383;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.51208;0.395066;0.525525;0.405676;0.520739;0.886319;0.0888642;0.0920587;1.40425;-0.874242;4.40937;0.144198;9.14797;-4.58837;2.57285;-1.89955;0.0433498;0.0158338;0.0617988;0.0327133;0.00396094;0.0107882;40000;0.00288524;0.0103697;10.8927;8.37038;0.332124;0.330744;7.55517;10.519;0.206409;0.5175;0.832997;0.866213;0.0222717;0.0165849;0.0724332;0.20238;0.00291836;0.00295894;0.00106549;0.000675178;0.00747101;0.00771039;-0.000542085;0.00268008;0.00133233;0.00276711;0.196535;0.186952;0.0442756;-0.00108663;-0.00119743;0.000390486;0.00691287;0.000475761;0.00700425;-0.00111958;-0.00123434;0.000405315;0.00713697;0.000496282;0.00722719;0.000100447;0.000107419;-3.36659e-05;-0.000503634;-9.65613e-05;-0.000504843;-0.00700207;-0.00813532;0.00394557;0.179829;0.0109414;0.183211;-0.000847307;-0.000939025;0.000333976;0.0115925;0.0011993;0.0114256;-0.00646273;-0.00750769;0.00366382;-0.000459151;-0.00658617;0.0102968;./sim_cue_integration_8_12_2019_153943_800043580
0.69;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;765916189;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.532089;0.481589;0.530759;0.49298;0.331831;0.612176;0.0938924;0.0785095;0.409602;1.48707;5.27263;7.60384;-0.920955;-4.96113;3.19306;-1.55147;0.0174763;0.00924738;0.0253868;0.0200407;0.00445079;0.0086661;40000;0.00314495;0.0108749;3.48386;4.70876;1.36685;11.3084;3.00566;5.47827;0.294252;0.5375;0.809339;0.826839;0.0105407;0.00948847;0.044085;0.0963538;0.00327436;0.00325308;0.000863907;0.000996807;0.0039686;0.00393743;0.000489244;0.0027098;0.00106041;0.00276909;0.0445175;0.00554853;0.0445418;-0.00150658;-0.00154293;0.000314509;0.00254751;0.0025484;-0.0001031;-0.00149679;-0.00153292;0.000312164;0.00252827;0.00252914;-0.000102011;-0.000125;-0.000127987;3.76256e-05;0.000319697;0.000319861;-2.09327e-05;-0.00294044;-0.00315015;0.00193712;0.0535255;0.0535451;-0.00326639;-0.000732813;-0.000756831;0.000171519;0.00337969;0.00338243;-0.000405968;-0.00186171;-0.00199243;0.00118727;-0.00186248;7.83478e-05;0.00461813;./sim_cue_integration_8_12_2019_153943_745889623
0.793;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;694037283;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.536997;0.461202;0.532548;0.470515;0.931557;3.38357;0.0744532;0.0982744;1.01472;5.21269;5.18662;-7.51143;-7.75984;-5.00785;5.26199;-2.21584;0.077884;0.118593;0.102058;0.149821;0.00317448;0.00959278;38016;0.00337117;0.00914215;11.408;4.92567;3.84112;1.86626;7.5292;5.1504;0.109581;0.4975;0.84199;0.881851;0.0390949;0.0303727;0.111613;2.87476;0.0025606;0.00247575;0.00162913;0.00172122;0.0336503;0.0321646;0.0188272;0.00322648;0.0023129;0.00351496;0.241886;0.205573;0.238302;-0.00116972;-0.00145557;0.000939171;-0.00957788;-0.00945578;-0.00877275;-0.00112878;-0.00140315;0.000902723;-0.009153;-0.00903737;-0.00838244;-0.000642178;-0.000803762;0.000531204;-0.00531648;-0.005245;-0.00486691;-0.0298525;-0.0412461;0.0381;-0.823411;-0.811966;-0.754701;-0.00160581;-0.00204904;0.00151085;-0.0182802;-0.0179093;-0.0171028;0.00849654;0.0117648;-0.0108773;0.00836749;0.00779774;0.0638551;./sim_cue_integration_8_12_2019_153943_669994664
0.759;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;641218776;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.505061;0.439719;0.509872;0.445214;0.417617;0.83426;0.0984397;0.085701;0.663885;-1.51791;-0.70983;6.93315;2.26725;0.282709;3.20105;-1.81126;0.0314849;0.0142873;0.0454177;0.0287147;0.00288317;0.00722802;40000;0.00291674;0.0137934;6.31959;4.72386;2.31298;10.039;7.36603;6.16952;0.23495;0.5025;0.835399;0.84632;0.0157662;0.0144908;0.0513259;0.177972;0.00217277;0.00213431;0.000965206;0.000831159;-0.00258592;-0.00193533;-0.00122482;0.00211078;0.00111767;0.00204673;0.105431;0.0147405;0.105296;-0.000128007;-5.83939e-05;-0.000139184;-0.00177356;-0.00177265;-0.000410407;-9.89355e-05;-4.80604e-05;-0.000101135;-0.00131935;-0.00131861;-0.000317449;-5.98415e-05;-2.72645e-05;-6.64131e-05;-0.000851354;-0.000851123;-0.000175842;0.00268758;0.000748043;0.00371371;0.115745;0.115609;0.0240159;0.000333209;0.00016862;0.000365448;0.00691142;0.00690297;0.00128035;0.00189566;0.000592651;0.00253921;0.00189353;0.000406528;0.00832568;./sim_cue_integration_8_12_2019_153943_609532086
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;628535354;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.517674;0.458476;0.524207;0.466406;0.369533;0.687685;0.074422;0.0823086;0.552801;-5.25596;-0.683629;6.80687;3.7279;0.56027;6.40506;-1.67964;0.0237343;0.0114088;0.0360335;0.0242209;0.00471041;0.00902555;40000;0.00269029;0.00511894;5.16444;12.0901;3.19189;5.4513;7.99373;6.10098;0.262706;0.515;0.829238;0.846391;0.0120841;0.0104808;0.0499771;0.123276;0.00189155;0.00189375;0.000895799;0.000723146;-0.00168454;-0.000858069;-0.00194969;0.00217905;0.00150403;0.00196674;0.0717459;0.00953174;0.0714268;-0.000157871;-6.90217e-05;-0.00019069;-0.00111464;-0.00110968;-0.000405964;-7.58863e-05;-3.2376e-05;-9.16749e-05;-0.000551521;-0.000548668;-0.000215001;-0.000199851;-9.36607e-05;-0.000227657;-0.00133441;-0.00132959;-0.000459777;0.00395551;0.00139818;0.00531146;0.0782879;0.077993;0.0248088;0.000443567;0.00016093;0.000581621;0.00541907;0.00540304;0.0019176;0.00274826;0.00103482;0.00360075;0.00273962;0.000908829;0.0070049;./sim_cue_integration_8_12_2019_153943_605970031
0.724;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;627685729;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.550743;0.452348;0.547105;0.461958;0.859983;2.9856;0.119491;0.0813634;1.16641;-6.45766;1.13415;-6.65676;-4.93605;0.784135;7.68363;-2.21557;0.0555859;0.101449;0.0760992;0.132742;0.00287621;0.00890283;37701;0.0030385;0.0116092;3.01592;1.54909;3.64583;11.3303;3.38252;2.73485;0.12031;0.4825;0.798383;0.864368;0.0360755;0.0253148;0.103849;2.23484;0.00255849;0.00340024;0.00290495;0.000200589;-0.00414694;0.0182289;-0.0226116;0.0025183;0.00228777;0.0018781;0.317317;0.174779;0.313373;-0.000132302;-6.28989e-05;-0.000127644;0.00143755;0.00142643;0.0007749;0.000702099;0.000322664;0.000718373;-0.00683401;-0.00678259;-0.00455406;-0.000849757;-0.000388924;-0.000857076;0.00832439;0.00825459;0.00526;0.0273392;0.0084589;0.0309551;-0.831251;-0.825098;-0.519525;0.00139643;0.000545189;0.00147479;-0.0194204;-0.0193781;-0.0120561;-0.0101695;-0.00313943;-0.0115259;-0.0100928;-0.00656751;0.0513061;./sim_cue_integration_8_12_2019_153943_605137226
0.828;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;584669683;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.487406;0.364565;0.498787;0.374386;0.583207;0.957038;0.0789225;0.0862027;1.64648;-1.4524;2.64452;0.0511113;9.28187;1.31856;0.241776;-1.94866;0.0530348;0.0179822;0.0743534;0.0363502;0.0035597;0.00917212;40000;0.00250932;0.0155355;10.366;8.93412;0.312301;0.216595;10.2918;8.10898;0.191021;0.455;0.851795;0.861275;0.0243959;0.0216697;0.0793296;0.234472;0.0020241;0.00206308;0.000963871;0.000522872;0.00463641;0.00528108;-0.0014734;0.00209792;0.000941941;0.00206639;0.26354;0.259269;0.0572109;0.000196602;0.000194802;1.91434e-05;0.00478855;0.000151189;0.00493721;0.000228506;0.000225773;2.16246e-05;0.00546827;0.000201457;0.00561397;-7.22785e-05;-7.00917e-05;-7.35821e-07;-0.001515;-6.96982e-05;-0.0015076;0.00292398;0.00279508;0.000414209;0.22521;0.0037056;0.232288;0.000240686;0.000252912;-6.92867e-05;0.0141275;0.000168373;0.0143911;0.00306221;0.00294149;0.000419487;0.000162161;0.00311789;0.012317;./sim_cue_integration_8_12_2019_153943_563225388
0.655;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;580368052;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.509641;0.48246;0.507648;0.484518;0.281739;0.503076;0.0825601;0.0730688;0.246036;-4.07024;-1.46822;7.89839;1.80812;1.58291;2.47946;-1.42229;0.0104344;0.00652894;0.0149035;0.0148495;0.00394001;0.00775044;40000;0.00217376;0.00782975;7.75599;3.94264;1.81321;5.73801;4.41247;18.0769;0.329529;0.5075;0.798584;0.810671;0.00688991;0.00626642;0.035672;0.0671176;0.00193815;0.00185358;0.000829421;0.000873644;-0.00104294;-0.000847489;-0.000397515;0.00156789;0.000719738;0.00151314;0.0174076;0.00262293;0.0174005;-0.000338122;-0.000302382;-8.54427e-05;-0.000426024;-0.000425764;-4.09426e-05;-0.000278083;-0.000247612;-6.70015e-05;-0.000338963;-0.000338685;-2.59428e-05;-0.000115773;-0.000103149;-3.73781e-05;-0.00017154;-0.000171458;-2.83049e-05;0.00112097;0.000770956;0.000785977;0.0267509;0.0267431;0.00330387;0.000158458;0.000148429;4.71233e-05;0.000954979;0.000955311;0.00020514;0.000494522;0.000350076;0.000334078;0.000494521;8.85442e-05;0.0015502;./sim_cue_integration_8_12_2019_153943_556266783
0.655;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;574573392;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.558345;0.429786;0.54885;0.44056;0.844938;2.88127;0.0729202;0.0991006;1.43524;-1.22219;5.80725;-7.16919;-6.67314;-4.36566;5.20973;-2.31684;0.0392642;0.0928026;0.0538051;0.121669;0.00237405;0.00588373;37547;0.00360615;0.00523045;6.08377;4.81649;2.23342;3.72237;4.71712;11.6911;0.0978276;0.5025;0.771948;0.84507;0.0284305;0.019625;0.0827209;2.07775;0.00209279;0.00211705;0.000595537;0.000347648;0.0154818;0.0156914;-0.000957367;0.00338681;0.00211246;0.00360671;0.478431;0.326745;0.475565;-0.00119285;-0.00138134;0.000631765;-0.00739206;-0.00736893;-0.00599995;-0.00120561;-0.00139664;0.00064086;-0.00749131;-0.00746768;-0.00607894;7.15842e-05;8.91879e-05;-6.66242e-05;0.000446582;0.000445391;0.000335579;-0.0125235;-0.0188331;0.0210906;-0.990839;-0.987594;-0.801025;-0.000661894;-0.000933162;0.000842916;-0.0198418;-0.0197799;-0.0168573;0.00599839;0.00899959;-0.0100161;0.00597663;0.00482376;0.0408753;./sim_cue_integration_8_12_2019_153943_549409689
0.759;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;547101821;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.544963;0.455955;0.527649;0.463643;0.879621;3.17842;0.107166;0.0755014;1.10013;-7.3662;1.41729;-7.54756;-1.6667;-1.00076;3.72725;-2.2445;0.0648511;0.108915;0.0834118;0.139906;0.00261275;0.00563748;37814;0.00243805;0.0113572;3.06917;2.38022;1.31467;17.5338;9.51594;9.41667;0.12055;0.51;0.812423;0.840664;0.0384445;0.0322606;0.10664;2.52816;0.00226983;0.00287659;0.00291759;-0.000106541;-0.00407128;0.0174355;-0.0240858;0.00187232;0.00129527;0.00178305;0.284275;0.110926;0.2846;-8.91024e-06;2.5451e-05;-7.16949e-05;0.00119127;0.00119204;0.000164199;4.80358e-05;-0.000134373;0.000369052;-0.00576937;-0.00577256;-0.00123949;-4.83299e-05;0.000188675;-0.000477667;0.00778289;0.00778619;0.00164155;0.00636;-0.002684;0.0180754;-0.836592;-0.837109;-0.170242;0.000288124;-8.58199e-05;0.000759631;-0.0179447;-0.0179473;-0.00426926;-0.00213011;0.000859734;-0.0059792;-0.00213358;-0.000479433;0.0559107;./sim_cue_integration_8_12_2019_153943_520444087
0.69;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;533090080;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.549986;0.434979;0.556149;0.443796;0.86932;2.95717;0.0948324;0.0947998;1.29435;4.29818;4.45123;-6.85155;-3.81529;-5.21363;3.81905;-2.23825;0.047173;0.0966986;0.0642408;0.126663;0.00236677;0.00725283;37637;0.00276033;0.00593297;16.2157;5.20857;2.84879;5.07403;3.10699;9.77244;0.104031;0.4975;0.776937;0.865816;0.0342062;0.0211212;0.0907957;2.18559;0.00338258;0.00325065;0.00171233;0.00177445;0.0250539;0.0238771;0.0104582;0.00303194;0.00155111;0.00316927;0.388474;0.155856;0.385273;-0.00171703;-0.00181677;0.000657558;-0.010482;-0.0104399;-0.00578662;-0.00165157;-0.00174691;0.000629013;-0.00999933;-0.00996023;-0.00551378;-0.00064933;-0.000691553;0.000264329;-0.0043555;-0.00433668;-0.00238784;-0.0232517;-0.0257263;0.0171687;-0.914991;-0.910822;-0.508478;-0.00121198;-0.00130686;0.000486607;-0.0151385;-0.0150664;-0.00961519;0.00973107;0.0107668;-0.00719848;0.00969154;0.00546581;0.0364118;./sim_cue_integration_8_12_2019_153943_508802009
0.966;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;312631081;1;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.508299;0.498243;0.503023;0.497653;1.31039;4.45146;0.462384;0.348167;0.368725;3.77835;5.07771;4.98776;4.49196;-0.715383;7.97982;-1.96583;0.190735;0.183484;0.217207;0.215099;0.00859675;0.0162017;38388.8;0.0155852;0.0374799;5.59909;3.80845;4.86155;4.48451;2.26055;1.55353;0.197332;0.4975;0.951863;0.960417;0.028239;0.0232663;0.374233;4.98301;0.064199;0.0615714;0.0369592;0.042117;0.434934;0.421423;0.273561;0.0281747;0.0341261;0.0155361;0.0483099;0.0331892;0.0455502;0.029649;-0.00957777;0.0349356;0.0340416;0.0319037;0.0257009;0.0287608;-0.00927674;0.0338783;0.0329926;0.0309163;0.0249081;0.0185166;-0.00595404;0.0217685;0.0215796;0.020215;0.0163059;0.285223;-0.0852871;0.331934;0.388982;0.364379;0.292195;0.0194298;-0.00538862;0.0225735;0.0224131;0.0209889;0.0168408;0.0224103;-0.00659014;0.0259765;0.02101;0.0169527;0.297707;./sim_cue_integration_8_12_2019_153944_332540694
0.862;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;393134760;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.52913;0.320273;0.543933;0.346704;0.717023;0.931092;0.113457;0.0810986;2.41322;-3.12968;4.43349;-0.820178;9.14598;0.741884;-2.67041;-1.97547;0.0752741;0.0171752;0.107482;0.0364733;0.00399528;0.0160755;40000;0.0025663;0.0169139;19.0511;5.76539;0.237472;0.326937;6.67115;15.4504;0.183651;0.5275;0.874083;0.901735;0.0278061;0.0200467;0.110474;0.226414;0.00440237;0.00474782;0.00237764;0.000193227;0.0127828;0.0149825;-0.00517492;0.00181156;0.00132834;0.00180139;0.626555;0.432481;0.105707;5.56158e-06;0.000341488;-0.000480395;0.0202063;-0.000242281;0.0169418;4.81339e-06;0.000397808;-0.000559565;0.0238157;-0.000167966;0.0199267;3.8796e-05;-0.000102092;0.000205148;-0.00842576;-6.8864e-05;-0.00702584;-0.000738539;0.00248997;-0.00429231;0.336672;-0.00410325;0.278976;7.16875e-05;0.000410515;-0.000305941;0.0262852;-0.0025724;0.0246013;-0.00113028;0.00388207;-0.00672758;-8.58781e-05;-0.000951372;0.014974;./sim_cue_integration_8_12_2019_153944_405323738
0.897;0;0;0.05;0.25;0.01;5;0;1;0.8;0.05;0;0.01;0.01;0.01;0;0.01;0.01;0.02;5;0;0.01;3;0;0.01;1;10;0;1;0.01;5;8;0;0.1;1;0.25;397419249;0;0;0;0;0.05;0;0;-10;-1;0.01;0.01;0.01;0;5;75000;0.517043;0.331289;0.529429;0.360673;0.793937;1.24718;0.12399;0.119693;2.50566;-2.55405;2.21452;-0.302638;9.2204;4.14741;2.76134;-1.97316;0.0969876;0.0280791;0.133256;0.0555707;0.00397926;0.0124582;40000;0.00434639;0.0117711;10.748;16.7622;0.273175;0.30671;9.59624;9.57121;0.197571;0.5;0.89811;0.921618;0.0275244;0.019504;0.140953;0.396764;0.00475281;0.00490181;0.00246049;0.000763596;0.00737674;0.0108496;-0.00797942;0.00494211;0.00262757;0.00477429;0.742947;0.701703;0.125228;0.000755655;0.000692883;0.000371724;0.00992896;-0.000806483;0.0100987;0.00111137;0.00102142;0.000540758;0.0144776;-0.00102201;0.0146552;-0.000800131;-0.000742388;-0.000378382;-0.0103947;0.000430059;-0.0102484;0.0213863;0.0194802;0.0114123;0.498407;-0.0250609;0.493695;0.00255685;0.0024176;0.0013807;0.0372305;-0.00484889;0.0394978;0.027912;0.0254363;0.0147984;-0.00172252;0.0279931;0.0260609;./sim_cue_integration_8_12_2019_153944_417397774
